Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent,BetsPlaced,TotalStaked,ROI_On_Stake,Return_On_Bankroll,MaxDropFromPeak,StoppedEarly,StopDate
logistic_regression,Kelly,380.0,328.80000000000007,-51.19999999999993,-13.473684210526299,23,601.74,-0.08508658224482323,-0.134736842105263,0.4872434657850414,False,
logistic_regression,Half-Kelly,380.0,478.8595250666815,98.8595250666815,26.01566449123197,24,601.74,0.16428943574746818,0.2601566449123197,0.25322886116480336,False,
logistic_regression,Intelligent Kelly,380.0,491.6656244031483,111.66562440314829,29.385690632407446,27,593.4049717418523,0.18817777019186477,0.29385690632407446,0.25381406198316786,False,
logistic_regression,Intelligent Half-Kelly,380.0,393.9026473410604,13.902647341060401,3.658591405542211,36,466.9040695271136,0.029776239378554097,0.03658591405542211,0.27886280865677776,False,
logistic_regression,Flat Prediction,380.0,348.56115798417744,-31.43884201582256,-8.273379477848042,380,349.84367450477623,-0.08986540076886067,-0.08273379477848042,0.1091641013689228,False,
random_forest,Kelly,380.0,223.0,-157.0,-41.31578947368421,21,340.8,-0.4606807511737089,-0.4131578947368421,0.5243174061433448,False,
random_forest,Half-Kelly,380.0,223.0,-157.0,-41.31578947368421,23,340.8,-0.4606807511737089,-0.4131578947368421,0.5243174061433448,False,
random_forest,Intelligent Kelly,380.0,228.7640426917506,-151.2359573082494,-39.79893613374984,25,333.9895997339386,-0.45281636742199866,-0.3979893613374984,0.5112342058053462,False,
random_forest,Intelligent Half-Kelly,380.0,257.9719679665064,-122.02803203349362,-32.11264000881411,45,316.561222810107,-0.38548003747980714,-0.3211264000881411,0.4071423902273509,False,
random_forest,Flat Prediction,380.0,349.6159344978398,-30.384065502160183,-7.995806711094786,380,346.34867702859526,-0.0877268126525906,-0.07995806711094786,0.0940259992407185,False,
xgboost,Kelly,380.0,325.3999999999999,-54.60000000000008,-14.3684210526316,22,407.81274852106657,-0.13388497588171788,-0.143684210526316,0.44365299676531395,False,
xgboost,Half-Kelly,380.0,318.15637426053325,-61.843625739466745,-16.274638352491248,23,348.4,-0.17750753656563362,-0.1627463835249125,0.39986731101281486,False,
xgboost,Intelligent Kelly,380.0,305.9586408149034,-74.04135918509661,-19.484568206604372,26,342.2851244097857,-0.2163148612221134,-0.19484568206604372,0.4072718279920601,False,
xgboost,Intelligent Half-Kelly,380.0,295.16630151053465,-84.83369848946535,-22.324657497227722,41,336.28176079282343,-0.25226969874744326,-0.22324657497227723,0.43103113983337354,False,
xgboost,Flat Prediction,380.0,346.5854303737425,-33.4145696262575,-8.793307796383553,380,346.3806574878555,-0.09646777007872923,-0.08793307796383554,0.08973586960429071,False,
