Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent
logistic_regression,Flat Prediction,380.0,358.06424921287544,-21.93575078712456,-5.772565996611727
logistic_regression,Flat Prediction,760.0,716.1284984257509,-43.87150157424912,-5.772565996611727
logistic_regression,Flat Prediction,1140.0,1074.1927476386284,-65.80725236137164,-5.772565996611547
logistic_regression,Flat Prediction,1520.0,1432.2569968515018,-87.74300314849825,-5.772565996611727
logistic_regression,Flat Prediction,1900.0,1790.3212460643801,-109.67875393561985,-5.772565996611571
logistic_regression,Flat Prediction,2280.0,2148.3854952772567,-131.61450472274328,-5.772565996611547
logistic_regression,Flat Prediction,2660.0,2506.4497444901376,-153.55025550986238,-5.772565996611368
logistic_regression,Flat Prediction,3040.0,2864.5139937030035,-175.4860062969965,-5.772565996611727
logistic_regression,Flat Prediction,3420.0,3222.578242915878,-197.42175708412196,-5.772565996611753
logistic_regression,Flat Prediction,3800.0,3580.6424921287603,-219.3575078712397,-5.772565996611571
logistic_regression,Half-Kelly,380.0,372.0239970019613,-7.976002998038723,-2.0989481573786115
logistic_regression,Half-Kelly,760.0,744.0479940039226,-15.952005996077446,-2.0989481573786115
logistic_regression,Half-Kelly,1140.0,1116.071991005884,-23.928008994116,-2.0989481573785964
logistic_regression,Half-Kelly,1520.0,1488.095988007845,-31.904011992154892,-2.0989481573786115
logistic_regression,Half-Kelly,1900.0,1860.1199850098062,-39.880014990193786,-2.0989481573786204
logistic_regression,Half-Kelly,2280.0,2232.143982011768,-47.856017988232,-2.0989481573785964
logistic_regression,Half-Kelly,2660.0,2604.1679790137296,-55.832020986270436,-2.0989481573785875
logistic_regression,Half-Kelly,3040.0,2976.19197601569,-63.808023984309784,-2.0989481573786115
logistic_regression,Half-Kelly,3420.0,3348.215973017651,-71.78402698234913,-2.0989481573786297
logistic_regression,Half-Kelly,3800.0,3720.2399700196124,-79.76002998038757,-2.0989481573786204
logistic_regression,Intelligent Half-Kelly,380.0,489.4823776493464,109.4823776493464,28.811152012985897
logistic_regression,Intelligent Half-Kelly,760.0,978.947495526255,218.947495526255,28.808880990296714
logistic_regression,Intelligent Half-Kelly,1140.0,1468.421243289383,328.421243289383,28.80888099029676
logistic_regression,Intelligent Half-Kelly,1520.0,1957.89499105251,437.89499105251,28.808880990296714
logistic_regression,Intelligent Half-Kelly,1900.0,2447.368738815637,547.3687388156368,28.808880990296675
logistic_regression,Intelligent Half-Kelly,2280.0,2936.842486578766,656.842486578766,28.80888099029676
logistic_regression,Intelligent Half-Kelly,2660.0,3426.316234341891,766.3162343418908,28.808880990296647
logistic_regression,Intelligent Half-Kelly,3040.0,3915.78998210502,875.78998210502,28.808880990296714
logistic_regression,Intelligent Half-Kelly,3420.0,4405.263729868147,985.2637298681466,28.808880990296682
logistic_regression,Intelligent Half-Kelly,3800.0,4894.737477631274,1094.7374776312736,28.808880990296675
logistic_regression,Intelligent Kelly,380.0,446.51274932736874,66.51274932736874,17.503355086149668
logistic_regression,Intelligent Kelly,760.0,893.0254986547375,133.02549865473748,17.503355086149668
logistic_regression,Intelligent Kelly,1140.0,1339.5382479821062,199.5382479821062,17.503355086149668
logistic_regression,Intelligent Kelly,1520.0,1786.050997309475,266.05099730947495,17.503355086149668
logistic_regression,Intelligent Kelly,1900.0,2232.5637466368435,332.56374663684346,17.503355086149654
logistic_regression,Intelligent Kelly,2280.0,2679.0764959642124,399.0764959642124,17.503355086149668
logistic_regression,Intelligent Kelly,2660.0,3125.5892452915805,465.5892452915805,17.50335508614964
logistic_regression,Intelligent Kelly,3040.0,3572.10199461895,532.1019946189499,17.503355086149668
logistic_regression,Intelligent Kelly,3420.0,4018.614743946318,598.614743946318,17.503355086149647
logistic_regression,Intelligent Kelly,3800.0,4465.127493273687,665.1274932736869,17.503355086149654
logistic_regression,Kelly,380.0,288.8,-91.19999999999999,-23.999999999999996
logistic_regression,Kelly,760.0,577.6,-182.39999999999998,-23.999999999999996
logistic_regression,Kelly,1140.0,866.4,-273.6,-24.000000000000004
logistic_regression,Kelly,1520.0,1155.2,-364.79999999999995,-23.999999999999996
logistic_regression,Kelly,1900.0,1444.0,-456.0,-24.0
logistic_regression,Kelly,2280.0,1732.8,-547.2,-24.000000000000004
logistic_regression,Kelly,2660.0,2021.6000000000001,-638.3999999999999,-23.999999999999993
logistic_regression,Kelly,3040.0,2310.4,-729.5999999999999,-23.999999999999996
logistic_regression,Kelly,3420.0,2599.2,-820.8000000000002,-24.000000000000004
logistic_regression,Kelly,3800.0,2888.0,-912.0,-24.0
random_forest,Flat Prediction,380.0,378.6009955284964,-1.3990044715035879,-0.3681590714483126
random_forest,Flat Prediction,760.0,757.2019910569928,-2.7980089430071757,-0.3681590714483126
random_forest,Flat Prediction,1140.0,1135.8029865854885,-4.197013414511503,-0.3681590714483774
random_forest,Flat Prediction,1520.0,1514.4039821139856,-5.5960178860143515,-0.3681590714483126
random_forest,Flat Prediction,1900.0,1893.004977642485,-6.995022357514927,-0.368159071448154
random_forest,Flat Prediction,2280.0,2271.605973170977,-8.394026829023005,-0.3681590714483774
random_forest,Flat Prediction,2660.0,2650.2069686994723,-9.793031300527673,-0.36815907144840876
random_forest,Flat Prediction,3040.0,3028.8079642279713,-11.192035772028703,-0.3681590714483126
random_forest,Flat Prediction,3420.0,3407.4089597564735,-12.59104024352655,-0.36815907144814475
random_forest,Flat Prediction,3800.0,3786.00995528497,-13.990044715029853,-0.368159071448154
random_forest,Half-Kelly,380.0,394.8643457307991,14.864345730799073,3.911669929157651
random_forest,Half-Kelly,760.0,789.7286914615981,29.728691461598146,3.911669929157651
random_forest,Half-Kelly,1140.0,1184.5930371923973,44.59303719239733,3.911669929157661
random_forest,Half-Kelly,1520.0,1579.4573829231963,59.45738292319629,3.911669929157651
random_forest,Half-Kelly,1900.0,1974.3217286539957,74.3217286539957,3.9116699291576684
random_forest,Half-Kelly,2280.0,2369.1860743847947,89.18607438479467,3.911669929157661
random_forest,Half-Kelly,2660.0,2764.0504201155936,104.05042011559362,3.911669929157655
random_forest,Half-Kelly,3040.0,3158.9147658463926,118.91476584639258,3.911669929157651
random_forest,Half-Kelly,3420.0,3553.7791115771915,133.77911157719154,3.9116699291576476
random_forest,Half-Kelly,3800.0,3948.6434573079914,148.6434573079914,3.9116699291576684
random_forest,Intelligent Half-Kelly,380.0,344.87370462548574,-35.12629537451426,-9.243761940661646
