Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent
logistic_regression,Flat Prediction,380.0,401.43711164723214,21.437111647232143,5.641345170324248
logistic_regression,Flat Prediction,760.0,802.8742232944643,42.87422329446429,5.641345170324248
logistic_regression,Flat Prediction,1140.0,1204.3113349416951,64.31133494169512,5.641345170324134
logistic_regression,Flat Prediction,1520.0,1605.7484465889286,85.74844658892857,5.641345170324248
logistic_regression,Flat Prediction,1900.0,2007.185558236158,107.18555823615793,5.641345170324102
logistic_regression,Flat Prediction,2280.0,2408.6226698833902,128.62266988339024,5.641345170324134
logistic_regression,Flat Prediction,2660.0,2810.059781530629,150.05978153062915,5.641345170324405
logistic_regression,Flat Prediction,3040.0,3211.496893177857,171.49689317785715,5.641345170324248
logistic_regression,Flat Prediction,3420.0,3612.934004825078,192.93400482507786,5.641345170323914
logistic_regression,Flat Prediction,3800.0,4014.371116472316,214.37111647231586,5.641345170324102
logistic_regression,Half-Kelly,380.0,990.7326668699313,610.7326668699313,160.71912286050824
logistic_regression,Half-Kelly,760.0,1981.4653337398627,1221.4653337398627,160.71912286050824
logistic_regression,Half-Kelly,1140.0,2972.1980006097947,1832.1980006097947,160.71912286050832
logistic_regression,Half-Kelly,1520.0,3962.9306674797253,2442.9306674797253,160.71912286050824
logistic_regression,Half-Kelly,1900.0,4953.663334349657,3053.663334349657,160.71912286050826
logistic_regression,Half-Kelly,2280.0,5944.396001219589,3664.3960012195894,160.71912286050832
logistic_regression,Half-Kelly,2660.0,6935.128668089519,4275.128668089519,160.71912286050824
logistic_regression,Half-Kelly,3040.0,7925.861334959451,4885.861334959451,160.71912286050824
logistic_regression,Half-Kelly,3420.0,8916.594001829382,5496.594001829382,160.71912286050824
logistic_regression,Half-Kelly,3800.0,9907.326668699314,6107.326668699314,160.71912286050826
logistic_regression,Intelligent Half-Kelly,380.0,465.17495350748663,85.17495350748663,22.41446144933859
logistic_regression,Intelligent Half-Kelly,760.0,930.3499070149733,170.34990701497327,22.41446144933859
logistic_regression,Intelligent Half-Kelly,1140.0,1395.5248605224592,255.52486052245922,22.41446144933853
logistic_regression,Intelligent Half-Kelly,1520.0,1860.6998140299465,340.69981402994654,22.41446144933859
logistic_regression,Intelligent Half-Kelly,1900.0,2325.8747675374334,425.8747675374334,22.4144614493386
logistic_regression,Intelligent Half-Kelly,2280.0,2791.0497210449184,511.04972104491844,22.41446144933853
logistic_regression,Intelligent Half-Kelly,2660.0,3256.224674552407,596.2246745524071,22.414461449338614
logistic_regression,Intelligent Half-Kelly,3040.0,3721.399628059893,681.3996280598931,22.41446144933859
logistic_regression,Intelligent Half-Kelly,3420.0,4186.574581567382,766.5745815673818,22.41446144933865
logistic_regression,Intelligent Half-Kelly,3800.0,4651.749535074867,851.7495350748668,22.4144614493386
logistic_regression,Intelligent Kelly,380.0,791.2153953067707,411.2153953067707,108.21457771230807
logistic_regression,Intelligent Kelly,760.0,1582.4307906135414,822.4307906135414,108.21457771230807
logistic_regression,Intelligent Kelly,1140.0,2373.6461859203123,1233.6461859203123,108.21457771230808
logistic_regression,Intelligent Kelly,1520.0,3164.8615812270828,1644.8615812270828,108.21457771230807
logistic_regression,Intelligent Kelly,1900.0,3956.0769765338546,2056.0769765338546,108.21457771230814
logistic_regression,Intelligent Kelly,2280.0,4747.292371840625,2467.2923718406246,108.21457771230808
logistic_regression,Intelligent Kelly,2660.0,5538.507767147397,2878.5077671473973,108.21457771230818
logistic_regression,Intelligent Kelly,3040.0,6329.7231624541655,3289.7231624541655,108.21457771230807
logistic_regression,Intelligent Kelly,3420.0,7120.9385577609355,3700.9385577609355,108.21457771230804
logistic_regression,Intelligent Kelly,3800.0,7912.153953067709,4112.153953067709,108.21457771230814
logistic_regression,Kelly,380.0,524.3399999999999,144.33999999999992,37.98421052631577
logistic_regression,Kelly,760.0,1048.6799999999998,288.67999999999984,37.98421052631577
logistic_regression,Kelly,1140.0,1573.0199999999995,433.0199999999995,37.98421052631575
