Model,Strategy,InitialBankroll,FinalBalance,Profit,ProfitLossPercent
logistic_regression,Flat Prediction,380.0,357.7472291715654,-22.25277082843462,-5.855992323272269
logistic_regression,Flat Prediction,760.0,715.4944583431308,-44.50554165686924,-5.855992323272269
logistic_regression,Flat Prediction,1140.0,1073.2416875146882,-66.75831248531176,-5.855992323272961
logistic_regression,Flat Prediction,1520.0,1430.9889166862615,-89.01108331373848,-5.855992323272269
logistic_regression,Flat Prediction,1900.0,1788.736145857817,-111.26385414218294,-5.855992323272786
logistic_regression,Flat Prediction,2280.0,2146.4833750293765,-133.51662497062352,-5.855992323272961
logistic_regression,Flat Prediction,2660.0,2504.230604200944,-155.76939579905593,-5.85599232327278
logistic_regression,Flat Prediction,3040.0,2861.977833372523,-178.02216662747696,-5.855992323272269
logistic_regression,Flat Prediction,3420.0,3219.7250625440774,-200.27493745592255,-5.85599232327259
logistic_regression,Flat Prediction,3800.0,3577.472291715634,-222.52770828436587,-5.855992323272786
logistic_regression,Half-Kelly,380.0,654.918486452207,274.91848645220705,72.34697011900185
logistic_regression,Half-Kelly,760.0,1309.836972904414,549.8369729044141,72.34697011900185
logistic_regression,Half-Kelly,1140.0,1964.7554593566206,824.7554593566206,72.34697011900181
logistic_regression,Half-Kelly,1520.0,2619.673945808828,1099.6739458088282,72.34697011900185
logistic_regression,Half-Kelly,1900.0,3274.592432261034,1374.592432261034,72.34697011900178
logistic_regression,Half-Kelly,2280.0,3929.510918713241,1649.5109187132412,72.34697011900181
logistic_regression,Half-Kelly,2660.0,4584.429405165449,1924.4294051654488,72.34697011900182
logistic_regression,Half-Kelly,3040.0,5239.347891617656,2199.3478916176564,72.34697011900185
logistic_regression,Half-Kelly,3420.0,5894.266378069861,2474.2663780698613,72.3469701190018
logistic_regression,Half-Kelly,3800.0,6549.184864522068,2749.184864522068,72.34697011900178
logistic_regression,Intelligent Half-Kelly,380.0,528.6400158438918,148.64001584389177,39.115793643129415
logistic_regression,Intelligent Half-Kelly,760.0,1057.2800316877835,297.28003168778355,39.115793643129415
logistic_regression,Intelligent Half-Kelly,1140.0,1585.9200475316752,445.9200475316752,39.11579364312941
logistic_regression,Intelligent Half-Kelly,1520.0,2114.560063375567,594.5600633755671,39.115793643129415
logistic_regression,Intelligent Half-Kelly,1900.0,2643.200079219456,743.2000792194558,39.11579364312925
logistic_regression,Intelligent Half-Kelly,2280.0,3171.8400950633504,891.8400950633504,39.11579364312941
logistic_regression,Intelligent Half-Kelly,2660.0,3700.4801109072396,1040.4801109072396,39.11579364312931
logistic_regression,Intelligent Half-Kelly,3040.0,4229.120126751134,1189.1201267511342,39.115793643129415
logistic_regression,Intelligent Half-Kelly,3420.0,4757.760142595023,1337.7601425950234,39.11579364312934
logistic_regression,Intelligent Half-Kelly,3800.0,5286.400158438912,1486.4001584389116,39.11579364312925
logistic_regression,Intelligent Kelly,380.0,537.9819216502041,157.98192165020407,41.57418990794844
logistic_regression,Intelligent Kelly,760.0,1075.9638433004081,315.96384330040814,41.57418990794844
logistic_regression,Intelligent Kelly,1140.0,1613.945764950612,473.9457649506121,41.57418990794843
logistic_regression,Intelligent Kelly,1520.0,2151.9276866008163,631.9276866008163,41.57418990794844
logistic_regression,Intelligent Kelly,1900.0,2689.90960825102,789.90960825102,41.57418990794842
logistic_regression,Intelligent Kelly,2280.0,3227.891529901224,947.8915299012242,41.57418990794843
logistic_regression,Intelligent Kelly,2660.0,3765.873451551429,1105.8734515514288,41.57418990794845
logistic_regression,Intelligent Kelly,3040.0,4303.855373201633,1263.8553732016326,41.57418990794844
logistic_regression,Intelligent Kelly,3420.0,4841.837294851837,1421.8372948518372,41.57418990794846
logistic_regression,Intelligent Kelly,3800.0,5379.81921650204,1579.81921650204,41.57418990794842
logistic_regression,Kelly,380.0,784.3235902122605,404.32359021226046,106.40094479270013
logistic_regression,Kelly,760.0,1568.647180424521,808.6471804245209,106.40094479270013
logistic_regression,Kelly,1140.0,2352.9707706367813,1212.9707706367813,106.4009447927001
logistic_regression,Kelly,1520.0,3137.294360849042,1617.2943608490418,106.40094479270013
logistic_regression,Kelly,1900.0,3921.617951061303,2021.6179510613028,106.40094479270014
logistic_regression,Kelly,2280.0,4705.9415412735625,2425.9415412735625,106.4009447927001
logistic_regression,Kelly,2660.0,5490.265131485825,2830.265131485825,106.40094479270019
logistic_regression,Kelly,3040.0,6274.588721698084,3234.5887216980836,106.40094479270013
logistic_regression,Kelly,3420.0,7058.912311910346,3638.912311910346,106.40094479270017
logistic_regression,Kelly,3800.0,7843.235902122606,4043.2359021226057,106.40094479270014
random_forest,Flat Prediction,380.0,354.1000946890142,-25.899905310985787,-6.815764555522576
random_forest,Flat Prediction,760.0,708.2001893780284,-51.799810621971574,-6.815764555522576
random_forest,Flat Prediction,1140.0,1062.300284067044,-77.699715932956,-6.815764555522456
random_forest,Flat Prediction,1520.0,1416.4003787560569,-103.59962124394315,-6.815764555522576
